ts,u_predict,t_,V
7.58,-58.703335840835564,7.579999999999999,-58.57591331
7.6,-58.6330854684235,7.6000000000000005,-58.63852799
7.62,-58.563598713931825,7.62,-58.48199129
7.64,-58.49488579752389,7.64,-58.41937661
7.66,-58.426952903820805,7.660000000000001,-58.45068395
7.68,-58.35980252792402,7.68,-58.35676193
7.7,-58.29343381785543,7.699999999999999,-58.32545459
7.72,-58.22784290993634,7.720000000000001,-58.294147249999995
7.74,-58.16302325419531,7.74,-58.168917889999996
7.76,-58.09896592741438,7.76,-58.168917889999996
7.78,-58.03565993189832,7.780000000000001,-58.23153257
7.8,-57.97309247848091,7.800000000000001,-58.168917889999996
7.82,-57.91124925268096,7.819999999999999,-58.04368854
7.84,-57.85011466326863,7.839999999999999,-57.949766520000004
7.86,-57.78967207282571,7.86,-58.07499588
7.88,-57.72990401015895,7.88,-57.8558445
7.9,-57.6707923646744,7.8999999999999995,-57.79322982
7.92,-57.612318563024616,7.92,-57.82453716
7.94,-57.55446372852202,7.9399999999999995,-57.63669312
7.96,-57.497208823951794,7.959999999999999,-57.48016015
7.98,-57.44053477853335,7.98,-57.51146749
8.0,-57.38442259986776,8.0,-57.57407844
8.02,-57.3288534717684,8.02,-57.48016015
8.04,-57.27380883891509,8.040000000000001,-57.51146749
8.06,-57.219270479289605,8.06,-57.354930790000004
8.08,-57.165220565357416,8.08,-57.22970143
8.1,-57.11164171494829,8.100000000000001,-57.44885281
8.12,-57.05851703276676,8.12,-57.167086749999996
8.14,-57.00583014343273,8.139999999999999,-57.10447207
8.16,-56.95356521691292,8.16,-57.07316473
8.18,-56.90170698715983,8.18,-57.13577941
8.2,-56.85024076472651,8.2,-56.97924271
8.22,-56.7991524440757,8.22,-56.94793537
8.24,-56.748428506248516,8.24,-56.85401335
8.26,-56.698056017507184,8.26,-56.88532069
8.28,-56.64802262451518,8.280000000000001,-56.76009133
8.3,-56.59831654656632,8.3,-56.66616932
8.32,-56.548926565328784,8.32,-56.60355464
8.34,-56.499842012522365,8.34,-56.50963262
8.36,-56.451052755903945,8.36,-56.47832528
8.38,-56.40254918389694,8.379999999999999,-56.35309592
8.4,-56.35432218916128,8.4,-56.415710600000004
8.42,-56.30636315136526,8.42,-56.35309592
8.44,-56.25866391939016,8.44,-56.22786656
8.46,-56.21121679316714,8.459999999999999,-56.16525188
8.48,-56.164014505319926,8.48,-56.1026372
8.5,-56.11705020276263,8.5,-56.1026372
8.52,-56.070317428380875,8.52,-56.04002252
8.54,-56.02381010290215,8.540000000000001,-55.97740784
8.56,-55.977522507047325,8.56,-55.82087114
8.58,-55.93144926403767,8.58,-55.72694913
8.6,-55.88558532251707,8.6,-55.82087114
8.62,-55.83992593994007,8.62,-55.758256470000006
8.64,-55.794466666462085,8.639999999999999,-55.66433817
8.66,-55.74920332936195,8.66,-55.60172349
8.68,-55.704132018016054,8.68,-55.50780147
8.7,-55.65924906943938,8.7,-55.44518679
8.72,-55.61455105439995,8.72,-55.60172349
8.74,-55.57003476410998,8.74,-55.57041615
8.76,-55.52569719749107,8.76,-55.38257211
8.78,-55.48153554900985,8.780000000000001,-55.44518679
8.8,-55.43754719707373,8.8,-55.319957439999996
8.82,-55.39372969297669,8.82,-55.1321134
8.84,-55.35008075038323,8.84,-55.319957439999996
8.86,-55.30659823533378,8.86,-55.100806060000004
8.88,-55.263280156757716,8.879999999999999,-55.1321134
8.9,-55.22012465747679,8.9,-55.1321134
8.92,-55.17713000568094,8.92,-54.912962019999995
8.94,-55.13429458685961,8.94,-54.9755767
8.96,-55.09161689617008,8.96,-54.912962019999995
8.98,-55.04909553122471,8.98,-54.94426936
9.0,-55.00672918527923,9.0,-55.100806060000004
9.02,-54.96451664080395,9.020000000000001,-54.9755767
9.04,-54.92245676342077,9.040000000000001,-54.881654680000004
9.06,-54.88054849618797,9.06,-54.912962019999995
9.08,-54.83879085421674,9.079999999999998,-54.787732659999996
9.1,-54.79718291960256,9.1,-54.81904
9.12,-54.75572383665606,9.12,-54.6625033
9.14,-54.7144128074175,9.139999999999999,-54.72511798
9.16,-54.673249087440226,9.16,-54.63119596
9.18,-54.632231981829236,9.18,-54.53727394
9.2,-54.59136084152102,9.2,-54.63119596
9.22,-54.55063505979133,9.22,-54.53727394
9.24,-54.51005406897873,9.24,-54.31812257
9.26,-54.46961733741195,9.26,-54.28681523
9.28,-54.42932436652944,9.280000000000001,-54.16158587
9.3,-54.38917468818053,9.3,-54.13027853
9.32,-54.34916786209783,9.32,-54.19289321
9.34,-54.309303473530704,9.34,-54.34942991
9.36,-54.26958113103099,9.36,-53.973741829999994
9.38,-54.23000046438257,9.379999999999999,-54.036356510000005
9.4,-54.19056112266445,9.4,-54.13027853
9.42,-54.15126277244205,9.42,-53.973741829999994
9.44,-54.1121050960775,9.44,-54.09897119
9.46,-54.07308779015199,9.46,-53.973741829999994
9.48,-54.034210563994264,9.48,-53.91112715
9.5,-53.9954731383082,9.5,-53.879823540000004
9.52,-53.95687524389359,9.520000000000001,-53.72328684
9.54,-53.918416620454906,9.540000000000001,-53.8485162
9.56,-53.88009701549224,9.559999999999999,-53.72328684
9.58,-53.84191618326979,9.58,-53.59805748
9.6,-53.80387388385647,9.6,-53.81720886
9.62,-53.76596988223531,9.62,-53.50413546
9.64,-53.7282039474767,9.64,-53.50413546
9.66,-53.69057585197116,9.66,-53.441520780000005
9.68,-53.6530853707188,9.68,-53.378906099999995
9.7,-53.61573228067182,9.7,-53.378906099999995
9.72,-53.57851636012583,9.72,-53.253676739999996
9.74,-53.54143738815807,9.74,-53.31629142
9.76,-53.50449514410916,9.76,-53.253676739999996
