ts,u_predict,t_,V
10.9,-51.579406958753154,10.9,-51.719620819999996
10.92,-51.547077315825376,10.92,-51.782235500000006
10.94,-51.514870779216935,10.94,-51.59439147
10.96,-51.48278771774385,10.96,-51.6256988
10.98,-51.450828494908805,10.98,-51.500469450000004
11.0,-51.41899346875131,11.0,-51.6256988
11.02,-51.3872829917007,11.02,-51.34393275
11.04,-51.355697410432114,11.04,-51.43785477
11.06,-51.32423706572662,11.059999999999999,-51.375240090000005
11.08,-51.29290229233429,11.08,-51.43785477
11.1,-51.26169341884135,11.1,-51.375240090000005
11.12,-51.23061076753943,11.12,-51.34393275
11.14,-51.19965465430026,11.14,-51.406547429999996
11.16,-51.168825388451,11.16,-51.43785477
11.18,-51.13812327265565,11.18,-51.46916211
11.2,-51.1075486027983,11.200000000000001,-51.34393275
11.22,-51.07710166786974,11.22,-51.34393275
11.24,-51.04678274985797,11.24,-51.31262541
11.26,-51.01659212364187,11.26,-51.15608871
11.28,-50.986530056887844,11.28,-51.31262541
11.3,-50.95659680995037,11.299999999999999,-51.124781369999994
11.32,-50.9267926357751,11.32,-51.187396050000004
11.34,-50.89711777980567,11.34,-51.21870339
11.36,-50.86757247989438,11.36,-51.06216669
11.38,-50.838156966214015,11.38,-51.124781369999994
11.4,-50.808871461175855,11.4,-51.124781369999994
11.42,-50.7797161793486,11.42,-51.09347403
11.44,-50.750691327381375,11.440000000000001,-51.21870339
11.46,-50.721797103929546,11.46,-51.06216669
11.48,-50.693033699584774,11.48,-50.90562999
11.5,-50.664401296806446,11.5,-50.93693733
11.52,-50.63590006985753,11.52,-51.124781369999994
11.54,-50.60753018474357,11.54,-50.968244670000004
11.56,-50.579291799153836,11.56,-50.999552009999995
11.58,-50.551185062406276,11.58,-51.187396050000004
11.6,-50.52321011539574,11.6,-50.968244670000004
11.62,-50.49536709054378,11.62,-50.93693733
11.64,-50.46765611175384,11.64,-50.90562999
11.66,-50.440077294367015,11.66,-50.874322649999996
11.68,-50.412630745122144,11.68,-50.843015310000006
11.7,-50.385316562118916,11.700000000000001,-50.843015310000006
11.72,-50.35813483478266,11.72,-50.874322649999996
11.74,-50.33108564383379,11.739999999999998,-50.81170797
11.76,-50.304169061258236,11.76,-50.71778595
11.78,-50.27738515028243,11.78,-50.90562999
11.8,-50.25073396534988,11.799999999999999,-50.71778595
11.82,-50.22421555210069,11.82,-50.62386394
11.84,-50.19782994735503,11.84,-50.62386394
11.86,-50.17157717909684,11.86,-50.68647861
11.88,-50.14545726646351,11.88,-50.592556599999995
11.9,-50.119470219734964,11.9,-50.561249260000004
11.92,-50.09361604032789,11.92,-50.62386394
11.94,-50.06789472079102,11.940000000000001,-50.52994192
11.96,-50.042306244803754,11.96,-50.52994192
11.98,-50.016850587177075,11.98,-50.4360199
12.0,-49.99152771385725,12.0,-50.52994192
12.02,-49.966337581931,12.02,-50.37340522
12.04,-49.9412801396346,12.04,-50.4360199
12.06,-49.91635532636472,12.06,-50.24817586
12.08,-49.891563072690715,12.08,-50.2794832
12.1,-49.866903300371476,12.1,-50.12295023
12.12,-49.84237592237183,12.120000000000001,-50.12295023
12.14,-49.8179808428837,12.14,-50.2794832
12.16,-49.793717957348164,12.16,-50.185564910000004
12.18,-49.769587152479616,12.180000000000001,-50.185564910000004
12.2,-49.74558830629307,12.200000000000001,-50.02902821
12.22,-49.72172128813277,12.219999999999999,-49.966413530000004
12.24,-49.69798595870303,12.239999999999998,-50.185564910000004
12.26,-49.67438217010162,12.26,-49.90379885
12.28,-49.65090976585442,12.28,-50.15425757
12.3,-49.627568580952826,12.299999999999999,-49.90379885
12.32,-49.60435844189253,12.32,-49.90379885
12.34,-49.58127916671468,12.34,-49.80987683
12.36,-49.55833056504876,12.36,-49.80987683
12.38,-49.535512438157,12.38,-49.90379885
12.4,-49.51282457898084,12.4,-49.80987683
12.42,-49.49026677218946,12.42,-49.872491509999996
12.44,-49.46783879422979,12.440000000000001,-49.62203279
12.46,-49.445540413377884,12.46,-49.71595481
12.48,-49.42337138979279,12.479999999999999,-49.55941811
12.5,-49.401331475570785,12.5,-49.653340130000004
12.52,-49.37942041480291,12.52,-49.653340130000004
12.54,-49.35763794363196,12.54,-49.59072545
12.56,-49.33598379031342,12.56,-49.71595481
12.58,-49.314457675275534,12.58,-49.49680343
12.6,-49.293059311182176,12.6,-49.528110770000005
12.62,-49.271788402996876,12.620000000000001,-49.49680343
12.64,-49.250644648048294,12.64,-49.55941811
12.66,-49.229627736096276,12.66,-49.55941811
12.68,-49.20873734940052,12.680000000000001,-49.465496089999995
12.7,-49.187973162789135,12.7,-49.59072545
12.72,-49.16733484372928,12.719999999999999,-49.465496089999995
12.74,-49.14682205239892,12.74,-49.37157407
12.76,-49.126434441758946,12.76,-49.37157407
12.78,-49.10617165762757,12.78,-49.55941811
12.8,-49.086033338755115,12.8,-49.340266729999996
12.82,-49.066019116899625,12.82,-49.49680343
12.84,-49.04612861690383,12.84,-49.465496089999995
12.86,-49.026361456773216,12.86,-49.55941811
12.88,-49.00671724775488,12.88,-49.37157407
12.9,-48.98719559441652,12.9,-49.465496089999995
12.92,-48.9677960947276,12.92,-49.49680343
12.94,-48.94851834014078,12.940000000000001,-49.465496089999995
12.96,-48.929361915673596,12.959999999999999,-49.37157407
12.98,-48.91032639999129,12.979999999999999,-49.37157407
13.0,-48.89141136549078,13.0,-49.30895939
13.02,-48.87261637838482,13.02,-49.37157407
13.04,-48.85394099878671,13.04,-49.340266729999996
13.06,-48.83538478079596,13.06,-49.27765206
13.08,-48.81694727258407,13.08,-49.340266729999996
13.1,-48.79862801648191,13.1,-49.340266729999996
13.12,-48.78042654906612,13.120000000000001,-49.40288141
13.14,-48.76234240124698,13.14,-49.27765206
13.16,-48.744375098357025,13.16,-49.43418875
13.18,-48.72652416023833,13.18,-49.30895939
13.2,-48.70878910133281,13.2,-49.340266729999996
13.22,-48.691169430770614,13.219999999999999,-49.21503738
13.24,-48.67366465245992,13.24,-49.121115360000005
13.26,-48.65627426517689,13.26,-49.121115360000005
13.28,-48.63899776265565,13.28,-49.08980802
13.3,-48.621834633679,13.3,-49.27765206
13.32,-48.60478436216833,13.32,-49.27765206
13.34,-48.58784642727544,13.34,-49.24634472
13.36,-48.571020303472366,13.360000000000001,-49.21503738
13.38,-48.55430546064308,13.38,-49.121115360000005
13.4,-48.537701364174936,13.4,-49.18373004
13.42,-48.521207475048655,13.420000000000002,-49.02719334
13.44,-48.504823249931306,13.44,-49.05850068
13.46,-48.48854814126595,13.459999999999999,-49.08980802
13.48,-48.47238159736408,13.479999999999999,-48.96457866
13.5,-48.45632306249614,13.5,-49.05850068
13.52,-48.44037197698346,13.52,-49.02719334
13.54,-48.42452777728836,13.54,-48.933271319999996
13.56,-48.408789896106455,13.56,-48.933271319999996
13.58,-48.3931577624562,13.58,-48.96457866
13.6,-48.37763080177045,13.6,-48.8393493
13.62,-48.362208435986716,13.620000000000001,-48.8393493
13.64,-48.34689008363783,13.64,-48.620197919999995
13.66,-48.331675159941554,13.66,-48.77673462
13.68,-48.31656307689089,13.68,-48.8393493
13.7,-48.30155324334389,13.7,-48.71411994
13.72,-48.28664506511204,13.719999999999999,-48.463661220000006
13.74,-48.271837945050905,13.74,-48.49496856
13.76,-48.257131283147416,13.76,-48.55758324
13.78,-48.24252447660889,13.78,-48.36974293
13.8,-48.228016919951344,13.8,-48.338435589999996
13.82,-48.21360800508647,13.82,-48.5262759
13.84,-48.19929712140963,13.84,-48.24451357
13.86,-48.18508365588603,13.860000000000001,-48.21320623
13.88,-48.17096699313818,13.88,-48.27582091
13.9,-48.15694651553041,13.9,-48.27582091
13.92,-48.143021603255775,13.92,-48.15059155
13.94,-48.12919163442045,13.94,-48.24451357
13.96,-48.11545598512846,13.959999999999999,-48.025362189999996
13.98,-48.10181402956549,13.98,-48.119284210000004
14.0,-48.08826514008304,14.0,-47.96274751
14.02,-48.07480868728065,14.02,-47.80621082
14.04,-48.06144404008897,14.040000000000001,-47.96274751
14.06,-48.04817056585118,14.06,-47.96274751
14.08,-48.03498763040524,14.08,-47.77490348
14.1,-48.0218945981634,14.1,-47.77490348
14.12,-48.008890832192876,14.120000000000001,-47.618366779999995
14.14,-47.99597569429578,14.14,-47.86882550000001
14.16,-47.98314854508756,14.16,-47.68098146
14.18,-47.97040874407533,14.18,-47.68098146
14.2,-47.95775564973572,14.2,-47.64967412
14.22,-47.945188619591576,14.219999999999999,-47.618366779999995
14.24,-47.93270701028881,14.24,-47.587059440000004
14.26,-47.92031017767145,14.26,-47.64967412
14.28,-47.90799747685678,14.28,-47.3992154
14.3,-47.89576826231,14.3,-47.52444476
14.32,-47.8836218879177,14.32,-47.33660072
14.34,-47.87155770706015,14.34,-47.5557521
14.36,-47.85957507268425,14.360000000000001,-47.461830080000006
14.38,-47.847673337374815,14.38,-47.30529338
14.4,-47.835851853425126,14.399999999999999,-47.5557521
14.42,-47.824109972907095,14.42,-47.5557521
14.44,-47.81244704774032,14.44,-47.3992154
14.46,-47.80086242976107,14.459999999999999,-47.52444476
14.48,-47.78935547078957,14.48,-47.30529338
14.5,-47.7779255226974,14.5,-47.43052274
14.52,-47.766571937473614,14.52,-47.211371359999994
14.54,-47.75529406729045,14.540000000000001,-47.30529338
14.56,-47.7440912645675,14.56,-47.36790806
14.58,-47.732962882036574,14.58,-47.211371359999994
14.6,-47.721908272804384,14.600000000000001,-47.2426787
14.62,-47.710926790414916,14.620000000000001,-47.054834660000004
14.64,-47.70001778891118,14.64,-47.086141999999995
14.66,-47.68918062289653,14.66,-47.14875668
14.68,-47.67841464759384,14.68,-47.14875668
14.7,-47.667719218905646,14.7,-47.211371359999994
14.72,-47.65709369347245,14.719999999999999,-47.054834660000004
14.74,-47.646537428730156,14.74,-47.14875668
14.76,-47.636049782967476,14.76,-47.211371359999994
14.78,-47.625630115381384,14.78,-46.96091264
14.8,-47.615277786133376,14.8,-47.02352732
14.82,-47.604992156403384,14.82,-47.086141999999995
14.84,-47.59477258844392,14.84,-47.2426787
14.86,-47.584618445632614,14.860000000000001,-46.92960531
14.88,-47.57452909252491,14.879999999999999,-47.11744934
14.9,-47.56450389490534,14.899999999999999,-47.11744934
14.92,-47.55454221983776,14.92,-47.02352732
14.94,-47.544643435715656,14.94,-46.866990630000004
14.96,-47.534806912311,14.959999999999999,-47.02352732
14.98,-47.525032020822195,14.98,-46.96091264
15.0,-47.515318133922406,15.0,-47.054834660000004
15.02,-47.505664625805096,15.020000000000001,-46.866990630000004
15.04,-47.49607087223053,15.04,-46.89829797
15.06,-47.486536250571206,15.06,-46.96091264
15.08,-47.47706013985545,15.080000000000002,-46.96091264
15.1,-47.46764192081166,15.1,-46.99221998
15.12,-47.45828097591043,15.120000000000001,-46.77306861
15.14,-47.44897668940716,15.14,-46.96091264
15.16,-47.43972844738305,15.159999999999998,-46.83568329
15.18,-47.430535637785695,15.18,-46.80437595
15.2,-47.42139765046848,15.200000000000001,-46.71045393
15.22,-47.41231387723015,15.219999999999999,-46.77306861
15.24,-47.403283711852325,15.24,-46.74176127
15.26,-47.394306550137756,15.260000000000002,-46.679146589999995
15.28,-47.385381789946294,15.28,-46.58522457
15.3,-47.37650883123145,15.3,-46.55392095
15.32,-47.36768707607503,15.320000000000002,-46.58522457
15.34,-47.35891592872271,15.34,-46.83568329
15.36,-47.35019479561639,15.36,-46.80437595
15.38,-47.341523085428534,15.38,-46.74176127
15.4,-47.33290020909389,15.399999999999999,-46.679146589999995
15.42,-47.3243255798407,15.42,-46.61653191
15.44,-47.31579861322304,15.440000000000001,-46.71045393
15.46,-47.30731872714942,15.459999999999999,-46.61653191
15.48,-47.29888534191328,15.48,-46.61653191
15.5,-47.290497880221565,15.500000000000002,-46.647839250000004
15.52,-47.28215576722259,15.52,-46.61653191
15.54,-47.273858430533906,15.540000000000001,-46.4286916
15.56,-47.2656053002688,15.560000000000002,-46.4286916
15.58,-47.2573958090626,15.58,-46.61653191
15.6,-47.24922939209786,15.600000000000001,-46.61653191
15.62,-47.241105487129104,15.620000000000001,-46.647839250000004
15.64,-47.233023534507296,15.639999999999999,-46.36607692
15.66,-47.224982977202856,15.66,-46.58522457
15.68,-47.216983260828684,15.679999999999998,-46.58522457
15.7,-47.209023833662556,15.7,-46.55392095
15.72,-47.20110414666813,15.72,-46.491306279999996
15.74,-47.19322365351606,15.739999999999998,-46.647839250000004
15.76,-47.185381810604795,15.76,-46.58522457
15.78,-47.177578077079446,15.780000000000001,-46.647839250000004
15.8,-47.16981191485142,15.799999999999999,-46.55392095
15.82,-47.16208278861673,15.82,-46.4286916
15.84,-47.15439016587369,15.84,-46.45999894
15.86,-47.1467335169403,15.86,-46.39738426
15.88,-47.13911231497106,15.879999999999999,-46.4286916
15.9,-47.1315260359729,15.9,-46.36607692
15.92,-47.123974158821014,15.919999999999998,-46.39738426
15.94,-47.116456165273334,15.94,-46.36607692
15.96,-47.108971539985404,15.96,-46.20954022
15.98,-47.101519770524035,15.979999999999999,-46.52261361
16.0,-47.09410034738066,16.0,-46.39738426
16.02,-47.08671276398398,16.02,-46.39738426
16.04,-47.07935651671262,16.04,-46.45999894
16.06,-47.072031104906344,16.06,-46.45999894
16.08,-47.06473603087751,16.080000000000002,-46.36607692
16.1,-47.05747079992169,16.099999999999998,-46.45999894
16.12,-47.05023492032818,16.12,-46.52261361
16.14,-47.04302790338876,16.14,-46.45999894
16.16,-47.03584926340774,16.16,-46.4286916
16.18,-47.02869851771071,16.18,-46.39738426
16.2,-47.021575186651845,16.200000000000003,-46.52261361
16.22,-47.01447879362259,16.22,-46.4286916
16.24,-47.00740886505834,16.24,-46.52261361
16.26,-47.00036493044554,16.26,-46.55392095
16.28,-46.99334652232791,16.279999999999998,-46.647839250000004
16.3,-46.98635317631225,16.3,-46.55392095
16.32,-46.97938443107391,16.32,-46.83568329
16.34,-46.97243982836203,16.34,-46.74176127
16.36,-46.96551891300389,16.36,-46.77306861
16.38,-46.958621232909096,16.380000000000003,-46.71045393
16.4,-46.95174633907335,16.4,-46.77306861
16.42,-46.944893785581755,16.42,-46.77306861
16.44,-46.93806312961182,16.44,-46.80437595
16.46,-46.93125393143579,16.46,-46.83568329
16.48,-46.9244657544228,16.48,-46.89829797
16.5,-46.91769816504073,16.5,-46.77306861
16.52,-46.91095073285773,16.52,-46.89829797
16.54,-46.90422303054261,16.54,-46.83568329
16.56,-46.89751463386601,16.560000000000002,-46.89829797
16.58,-46.89082512170033,16.58,-46.92960531
16.6,-46.884154076019755,16.6,-46.866990630000004
16.62,-46.877501081899666,16.62,-46.96091264
16.64,-46.87086572751623,16.64,-46.80437595
16.66,-46.864247604144495,16.66,-46.866990630000004
16.68,-46.85764630615752,16.68,-46.99221998
16.7,-46.85106143102426,16.7,-46.96091264
16.72,-46.84449257930781,16.72,-46.83568329
16.74,-46.837939354662396,16.740000000000002,-46.74176127
16.76,-46.83140136383092,16.759999999999998,-46.89829797
16.78,-46.824878216642006,16.78,-46.92960531
16.8,-46.818369526006265,16.8,-47.02352732
16.82,-46.81187490791278,16.82,-47.02352732
16.84,-46.805393981425695,16.84,-46.89829797
16.86,-46.79892636867898,16.860000000000003,-46.99221998
16.88,-46.79247169487245,16.88,-47.086141999999995
16.9,-46.786029588267056,16.900000000000002,-46.96091264
16.92,-46.77959968017977,16.919999999999998,-47.02352732
16.94,-46.77318160497795,16.939999999999998,-46.80437595
16.96,-46.76677500007425,16.96,-47.02352732
16.98,-46.76037950592034,16.979999999999997,-47.054834660000004
17.0,-46.75399476600133,17.0,-46.99221998
17.02,-46.74762042682853,17.02,-46.99221998
17.04,-46.74125613793443,17.04,-47.02352732
17.06,-46.73490155186404,17.06,-46.866990630000004
17.08,-46.728556324169475,17.080000000000002,-46.83568329
17.1,-46.72222011340166,17.099999999999998,-46.866990630000004
17.12,-46.715892581103574,17.12,-47.02352732
17.14,-46.70957339180221,17.14,-46.96091264
17.16,-46.70326221300046,17.16,-46.96091264
17.18,-46.69695871516994,17.18,-47.054834660000004
17.2,-46.690662571741754,17.2,-47.054834660000004
17.22,-46.6843734590981,17.22,-46.96091264
17.24,-46.67809105656464,17.24,-46.96091264
17.26,-46.67181504640034,17.26,-47.18006402
17.28,-46.665545113789065,17.279999999999998,-46.92960531
17.3,-46.65928094683058,17.3,-47.086141999999995
17.32,-46.65302223653087,17.32,-46.92960531
17.34,-46.64676867679243,17.34,-47.02352732
17.36,-46.64051996440493,17.36,-46.866990630000004
17.38,-46.63427579903542,17.380000000000003,-46.96091264
17.4,-46.62803588321752,17.4,-46.866990630000004
17.42,-46.621799922342504,17.42,-46.92960531
17.44,-46.61556762464788,17.44,-46.83568329
17.46,-46.60933870120756,17.459999999999997,-46.71045393
17.48,-46.60311286592078,17.48,-46.679146589999995
17.5,-46.59688983550198,17.5,-46.52261361
17.52,-46.59066932946929,17.52,-46.71045393
17.54,-46.584451070134335,17.54,-46.55392095
17.56,-46.57823478259003,17.560000000000002,-46.74176127
17.58,-46.57202019470019,17.58,-46.39738426
17.6,-46.56580703708816,17.6,-46.39738426
17.62,-46.55959504312479,17.62,-46.491306279999996
17.64,-46.553383948917556,17.64,-46.52261361
17.66,-46.547173493297905,17.66,-46.491306279999996
17.68,-46.540963417810744,17.68,-46.647839250000004
17.7,-46.53475346670159,17.7,-46.74176127
17.72,-46.52854338690473,17.72,-46.55392095
17.74,-46.52233292803156,17.740000000000002,-46.58522457
17.76,-46.516121842358174,17.759999999999998,-46.55392095
17.78,-46.509909884812814,17.78,-46.55392095
17.8,-46.503696812964264,17.8,-46.491306279999996
17.82,-46.49748238700873,17.82,-46.58522457
17.84,-46.49126636975758,17.84,-46.39738426
17.86,-46.48504852662502,17.860000000000003,-46.36607692
17.88,-46.47882862561529,17.88,-46.4286916
17.9,-46.47260643730989,17.9,-46.45999894
17.92,-46.46638173485455,17.92,-46.4286916
17.94,-46.46015429394724,17.939999999999998,-46.33476958
17.96,-46.453923892824676,17.96,-46.33476958
17.98,-46.44769031224901,17.98,-46.39738426
18.0,-46.44145333549575,18.0,-46.4286916
18.02,-46.43521274834008,18.02,-46.491306279999996
18.04,-46.428968339043976,18.040000000000003,-46.4286916
18.06,-46.42271989834278,18.06,-46.33476958
18.08,-46.41646721943253,18.080000000000002,-46.24084756
18.1,-46.41021009795624,18.1,-46.24084756
18.12,-46.403948331991,18.12,-46.33476958
18.14,-46.39768172203411,18.14,-46.36607692
18.16,-46.39141007099049,18.159999999999997,-46.20954022
18.18,-46.38513318415879,18.18,-46.272154900000004
18.2,-46.37885086921803,18.2,-46.39738426
18.22,-46.372562936214464,18.22,-46.491306279999996
18.24,-46.36626919754765,18.24,-46.33476958
18.26,-46.359969467957356,18.26,-46.491306279999996
18.28,-46.35366356451003,18.279999999999998,-46.55392095
18.3,-46.347351306585196,18.3,-46.61653191
18.32,-46.34103251586164,18.32,-46.491306279999996
18.34,-46.334707016304364,18.34,-46.4286916
18.36,-46.32837463415059,18.36,-46.58522457
18.38,-46.32203519789657,18.380000000000003,-46.33476958
18.4,-46.31568853828365,18.4,-46.679146589999995
18.42,-46.30933448828465,18.419999999999998,-46.4286916
18.44,-46.30297288309113,18.44,-46.491306279999996
18.46,-46.296603560098205,18.459999999999997,-46.52261361
18.48,-46.2902263588923,18.48,-46.52261361
18.5,-46.28384112123693,18.5,-46.39738426
18.52,-46.27744769105935,18.52,-46.4286916
18.54,-46.2710459144367,18.54,-46.39738426
18.56,-46.26463563958261,18.560000000000002,-46.45999894
18.58,-46.25821671683342,18.58,-46.55392095
18.6,-46.25178899863475,18.6,-46.4286916
18.62,-46.24535233952808,18.62,-46.58522457
18.64,-46.238906596136715,18.64,-46.61653191
18.66,-46.23245162715254,18.66,-46.4286916
18.68,-46.22598729332246,18.68,-46.20954022
18.7,-46.21951345743504,18.7,-46.30346224
18.72,-46.213029984306516,18.72,-46.52261361
18.74,-46.206536740767646,18.740000000000002,-46.39738426
18.76,-46.20003359565045,18.759999999999998,-46.491306279999996
18.78,-46.19352041977403,18.78,-46.491306279999996
18.8,-46.18699708593222,18.8,-46.45999894
18.82,-46.18046346887864,18.82,-46.55392095
18.84,-46.173919445315235,18.84,-46.30346224
18.86,-46.16736489387726,18.86,-46.52261361
18.88,-46.16079969512053,18.88,-46.33476958
18.9,-46.15422373150868,18.9,-46.45999894
18.92,-46.14763688739875,18.92,-46.36607692
18.94,-46.14103904902912,18.939999999999998,-46.20954022
18.96,-46.134430104505114,18.96,-46.24084756
18.98,-46.12780994378686,18.98,-46.272154900000004
19.0,-46.121178458675544,19.0,-46.36607692
19.02,-46.114535542800425,19.02,-46.17823288
19.04,-46.107881091605535,19.040000000000003,-45.959081499999996
19.06,-46.101215002337014,19.06,-46.1156182
19.08,-46.09453717403004,19.080000000000002,-46.084310859999995
19.1,-46.08784750749531,19.1,-46.02169618
19.12,-46.081145905306656,19.119999999999997,-45.959081499999996
19.14,-46.07443227178804,19.14,-46.084310859999995
19.16,-46.06770651300049,19.16,-45.99038884
19.18,-46.06096853672925,19.18,-45.99038884
19.2,-46.0542182524715,19.2,-45.89646682
19.22,-46.047455571422674,19.220000000000002,-45.92777416
19.24,-46.0406804064646,19.24,-45.959081499999996
19.26,-46.03389267215273,19.26,-45.8025448
19.28,-46.027092284702675,19.28,-45.8025448
19.3,-46.02027916197896,19.3,-45.86515948
19.32,-46.013453223481136,19.32,-45.67731544
19.34,-46.00661439033253,19.340000000000003,-45.58339342
19.36,-45.99976258526682,19.36,-45.83385214
19.38,-45.992897732616015,19.38,-45.67731544
19.4,-45.986019758298355,19.4,-45.61470076
19.42,-45.9791285898056,19.419999999999998,-45.61470076
19.44,-45.97222415619085,19.44,-45.6460081
19.46,-45.965306388056476,19.459999999999997,-45.42685673
19.48,-45.95837521754207,19.48,-45.77123746
19.5,-45.95143057831204,19.5,-45.70862278
19.52,-45.94447240554352,19.52,-45.67731544
19.54,-45.9375006359145,19.54,-45.552086089999996
19.56,-45.930515207592194,19.560000000000002,-45.45816407
19.58,-45.92351606022048,19.58,-45.552086089999996
19.6,-45.91650313490838,19.6,-45.42685673
19.62,-45.90947637421836,19.62,-45.42685673
19.64,-45.90243572215449,19.639999999999997,-45.552086089999996
19.66,-45.895381124150404,19.66,-45.52077875
19.68,-45.88831252705826,19.68,-45.239012689999996
19.7,-45.88122987913657,19.7,-45.52077875
19.72,-45.87413313003886,19.72,-45.42685673
19.74,-45.867022230802306,19.740000000000002,-45.552086089999996
19.76,-45.8598971338363,19.759999999999998,-45.48947141
19.78,-45.85275779291074,19.78,-45.52077875
19.8,-45.84560416314518,19.8,-45.45816407
19.82,-45.83843620099695,19.82,-45.552086089999996
19.84,-45.831253864250286,19.84,-45.33293471
19.86,-45.82405711200555,19.86,-45.36424205
19.88,-45.81684590466732,19.88,-45.48947141
19.9,-45.80962020393382,19.9,-45.552086089999996
19.92,-45.802379972785715,19.92,-45.33293471
19.94,-45.79512517547518,19.939999999999998,-45.48947141
19.96,-45.78785577751559,19.96,-45.33293471
19.98,-45.780571745669576,19.98,-45.30162737
20.0,-45.77327304793913,20.0,-45.42685673
20.02,-45.76595965355436,20.02,-45.52077875
20.04,-45.75863153296321,20.040000000000003,-45.42685673
20.06,-45.75128865782081,20.06,-45.36424205
20.08,-45.743931000978435,20.08,-45.33293471
20.1,-45.73655853647374,20.1,-45.48947141
20.12,-45.72917123951943,20.119999999999997,-45.39554939
20.14,-45.72176908649375,20.14,-45.42685673
20.16,-45.71435205492982,20.16,-45.42685673
20.18,-45.7069201235049,20.18,-45.552086089999996
20.2,-45.69947327203083,20.2,-45.52077875
20.22,-45.69201148144366,20.220000000000002,-45.58339342
20.24,-45.68453473379326,20.24,-45.6460081
20.26,-45.67704301223374,20.26,-45.52077875
20.28,-45.66953630101291,20.28,-45.61470076
20.3,-45.66201458546301,20.3,-45.70862278
20.32,-45.654477851990166,20.32,-45.83385214
20.34,-45.64692608806469,20.34,-45.70862278
20.36,-45.63935928221217,20.36,-45.61470076
20.38,-45.631777424002294,20.38,-45.70862278
20.4,-45.62418050404018,20.400000000000002,-45.67731544
20.42,-45.61656851395695,20.419999999999998,-45.67731544
20.44,-45.60894144639907,20.44,-45.86515948
20.46,-45.601299295020326,20.46,-45.67731544
20.48,-45.59364205447089,20.48,-45.99038884
20.5,-45.58596972038943,20.5,-45.83385214
20.52,-45.578282289392504,20.520000000000003,-45.92777416
20.54,-45.57057975906612,20.54,-45.86515948
20.56,-45.56286212795608,20.560000000000002,-45.89646682
20.58,-45.55512939555918,20.580000000000002,-45.8025448
20.6,-45.54738156231362,20.599999999999998,-45.8025448
20.62,-45.53961862959075,20.62,-45.92777416
20.64,-45.53184059968494,20.639999999999997,-45.92777416
20.66,-45.52404747580606,20.66,-45.8025448
20.68,-45.516239262069135,20.68,-45.8025448
20.7,-45.508415963486826,20.7,-46.084310859999995
20.72,-45.50057758595962,20.72,-45.739930120000004
20.74,-45.4927241362676,20.740000000000002,-45.86515948
20.76,-45.484855622062256,20.759999999999998,-46.053003520000004
20.78,-45.47697205185666,20.78,-45.959081499999996
20.8,-45.469073435018245,20.8,-45.86515948
20.82,-45.46115978175912,20.82,-45.89646682
20.84,-45.45323110312874,20.84,-46.053003520000004
20.86,-45.44528741100471,20.86,-46.02169618
20.88,-45.43732871808457,20.88,-45.86515948
20.9,-45.42935503787798,20.9,-45.99038884
20.92,-45.42136638469795,20.92,-46.17823288
20.94,-45.413362773652935,20.939999999999998,-45.99038884
20.96,-45.40534422063867,20.96,-45.959081499999996
20.98,-45.39731074233019,20.98,-46.02169618
21.0,-45.389262356173376,21.0,-46.1156182
21.02,-45.38119908037784,21.02,-46.24084756
21.04,-45.37312093390791,21.04,-46.17823288
21.06,-45.365027936475784,21.06,-46.02169618
21.08,-45.3569201085334,21.08,-46.084310859999995
21.1,-45.34879747126392,21.1,-46.20954022
21.12,-45.34066004657542,21.119999999999997,-46.1156182
21.14,-45.33250785709181,21.14,-46.053003520000004
21.16,-45.32434092614655,21.16,-45.99038884
21.18,-45.316159277773906,21.18,-46.30346224
21.2,-45.30796293670245,21.2,-46.084310859999995
21.22,-45.29975192834674,21.220000000000002,-46.1156182
21.24,-45.29152627880062,21.24,-46.1156182
21.26,-45.28328601482927,21.26,-46.1156182
21.28,-45.27503116386272,21.28,-46.02169618
21.3,-45.26676175398755,21.299999999999997,-46.084310859999995
21.32,-45.25847781394042,21.32,-46.053003520000004
21.34,-45.25017937310075,21.34,-45.959081499999996
21.36,-45.24186646148344,21.36,-45.99038884
21.38,-45.23353910973232,21.38,-45.959081499999996
21.4,-45.225197349112264,21.400000000000002,-45.959081499999996
21.42,-45.216841211503024,21.419999999999998,-46.02169618
21.44,-45.20847072939192,21.44,-45.959081499999996
21.46,-45.200085935867335,21.46,-45.89646682
21.48,-45.19168686461121,21.48,-45.89646682
21.5,-45.18327354989292,21.5,-46.084310859999995
21.52,-45.174846026562406,21.520000000000003,-45.86515948
21.54,-45.16640433004348,21.54,-45.89646682
21.56,-45.15794849632691,21.56,-45.86515948
21.58,-45.149478561964244,21.580000000000002,-45.8025448
21.6,-45.140994564060875,21.599999999999998,-45.99038884
21.62,-45.132496540270225,21.62,-45.86515948
21.64,-45.12398452878632,21.64,-45.8025448
21.66,-45.115458568338155,21.66,-45.58339342
21.68,-45.106918698183236,21.68,-45.70862278
21.7,-45.09836495810087,21.700000000000003,-45.6460081
21.72,-45.0897973883864,21.72,-45.58339342
21.74,-45.081216029844526,21.740000000000002,-45.58339342
21.76,-45.072620923783475,21.76,-45.52077875
21.78,-45.06401211200871,21.78,-45.48947141
21.8,-45.055389636817,21.8,-45.39554939
21.82,-45.04675354098997,21.82,-45.48947141
21.84,-45.038103867788536,21.84,-45.552086089999996
21.86,-45.02944066094689,21.86,-45.67731544
